date,maxtp,mintp,rain,cbl,wdsp,hg,sun,g_rad,pe,evap
2022/12/1,11.4,5,0,1016.2,4.5,14,1.2,217,0.4,0.5
2022/12/2,10.6,2.4,0,1016.1,4.2,15,2,260,0.2,0.3
2022/12/3,8.8,2.7,3.8,1013.8,7.1,19,1.1,214,0.4,0.5
2022/12/4,7.2,3.9,11,1010.7,11.8,29,0.1,117,0.6,0.8
2022/12/5,8.3,5.5,5.9,1015.3,12.5,25,0.5,133,0.8,1
2022/12/6,6.2,0.8,2.6,1017.4,7.8,20,0.9,213,0.2,0.2
2022/12/7,4.8,0,0,1012.8,7.7,14,5.2,326,0.2,0.2
2022/12/8,3.4,-2.4,1.4,1005.1,7.8,17,5.3,292,0.1,0.1
2022/12/9,0.4,-3.2,0.1,1000.5,7.7,17,5.2,311,0,0
2022/12/10,0.3,-1.2,0,998.5,9.6,17,0.3,125,0.1,0.2
2022/12/11,2.3,-1.1,2.2,999.2,7.2,15,4.7,307,0,0
2022/12/12,0.7,-2.9,0,997.6,3.7,11,0.2,181,0,0.1
2022/12/13,3.8,-2.8,0,997,7.2,20,0.1,106,0.4,0.5
2022/12/14,4.1,-3.8,0,1000,9.7,25,1.3,180,0.5,0.6
2022/12/15,2.6,-4.2,0,1004.9,9,16,6.7,316,0.1,0.1
2022/12/16,3.4,-3.1,0,1005.8,6.6,18,6.5,330,0.1,0.1
2022/12/17,6.2,0,0,1004.8,5.8,21,4.5,262,0.2,0.2
2022/12/18,13.4,3.2,0.3,993,14.1,39,0,80,0.7,0.9
2022/12/19,14.7,7.1,2,981.9,11.7,36,0.1,84,1.1,1.2
2022/12/20,8.6,5.7,0,988.7,11.2,26,6,294,0.8,0.8
2022/12/21,8.5,5,0,988.3,11.7,32,5.3,280,0.8,0.8
2022/12/22,6.7,-0.6,1.9,991.5,4.6,11,1.1,188,0,0.1
2022/12/23,10,-0.5,11,988.3,8,23,0.5,113,0.3,0.4
2022/12/24,11,6.5,10.7,989.9,8.5,29,1.1,126,0.7,0.9
2022/12/25,10.9,1.7,9,992.3,10.3,30,4,238,0.4,0.4
2022/12/26,4.9,1.3,0,1002.8,9,25,4.8,284,0.2,0.2
2022/12/27,11.1,2,1,1001,9.5,28,0,98,0.5,0.6
2022/12/28,11.3,5,5.2,983.5,9.8,33,0.1,135,0.5,0.6
2022/12/29,9.6,4.7,0.8,982.6,12.2,38,4.2,266,0.7,0.8
2022/12/30,11.4,6.9,2.5,975.3,12.8,35,3,180,0.8,0.9
2022/12/31,10,5.3,2.6,982.7,3.7,14,0.2,140,0.3,0.4
2023/1/1,6.8,1.3,1.1,991.5,5.5,18,0.2,95,0.3,0.4
2023/1/2,6.1,0.4,0,1002.6,6.2,20,6.8,342,0.2,0.3
2023/1/3,13.3,5.6,1.5,996.3,12.5,35,0,79,0.8,1
2023/1/4,12.6,8.8,0.1,998.7,13.7,34,0.5,164,0.9,1
2023/1/5,12.6,6.7,2.7,1000.5,10.3,29,0,160,0.7,0.8
2023/1/6,11.5,5.6,2.3,990.6,9.7,29,0.2,185,0.6,0.7
2023/1/7,10.7,6.4,1.9,977.8,12.1,47,5.2,320,0.6,0.6
2023/1/8,7.8,4.4,0,974.1,11.1,29,3.2,275,0.8,0.9
2023/1/9,7.9,3.7,0.5,988,12.8,35,4.8,312,0.6,0.7
2023/1/10,13.6,5.5,11.2,987.7,13.4,43,0.1,131,0.9,1.1
2023/1/11,11.8,5.5,6.2,986.2,13.4,37,1.2,176,1,1.1
2023/1/12,11.8,5.3,2.8,983.5,17,44,2.7,253,0.8,1
2023/1/13,9.5,6,2,991.7,13.6,37,5.1,361,0.5,0.6
2023/1/14,9.1,2,5.6,984.8,13.5,38,5.3,337,0.3,0.4
2023/1/15,5.2,0.9,1.4,984.1,9.7,30,0.1,134,0.3,0.5
2023/1/16,2.6,-2.9,0,981.2,8.7,20,6.2,402,0.1,0.1
2023/1/17,2,-4.7,0,981.6,11,27,7.1,433,0.2,0.3
2023/1/18,4,-0.5,0,991,13.5,25,3.8,328,0.4,0.6
2023/1/19,4.2,-0.9,0,1000.9,8.2,15,6.7,445,0.2,0.3
2023/1/20,7,-4.8,0,1010.9,5.9,17,6.9,469,0.2,0.3
2023/1/21,9.3,5.9,0.2,1017,8.5,17,2,102,0.7,0.8
2023/1/22,10.9,7.5,0.4,1018.3,5.9,17,0,192,0.5,0.7
2023/1/23,11.9,6.8,0.2,1023,3.8,12,0,167,0.4,0.5
2023/1/24,10.8,6.9,0,1026.3,5.5,16,5.6,414,0.3,0.4
2023/1/25,10,2.5,0.4,1023.8,9.4,25,2.3,243,0.3,0.5
2023/1/26,8.1,1.5,0,1026.2,8.1,17,3.7,399,0.5,0.6
2023/1/27,7.2,-0.2,0,1023.8,5.1,11,3.6,393,0.3,0.5
2023/1/28,6.4,3.4,0.2,1021.2,6.6,15,0,158,0.5,0.6
2023/1/29,10.1,4.1,0.2,1014.3,10.4,30,0.7,248,0.6,0.8
2023/1/30,8.8,4.3,0,1014.8,10,24,1.1,331,0.8,0.9
2023/1/31,8.5,5.6,0.3,1012.4,15.8,38,7,548,0.6,0.8
2023/2/1,9.8,5.6,0,1013,12.9,29,1,323,0.9,1.1
2023/2/2,10.5,8.2,0.2,1013.3,12,31,0.3,299,0.8,1
2023/2/3,12.2,7.8,0,1018.8,9.4,26,3.8,515,0.7,0.8
2023/2/4,11.1,1.1,0.5,1028.6,8.2,32,0.3,298,0.6,0.8
2023/2/5,9.7,-4,0,1034.1,4.1,17,7.8,622,0.4,0.7
2023/2/6,9.4,-0.6,0,1028.7,5.4,20,3.6,511,0.6,0.8
2023/2/7,9.9,3.4,0,1025.7,5.1,14,0.1,299,0.6,0.8
2023/2/8,9.3,2.6,0.1,1019,8.4,29,0.1,484,0.6,0.8
2023/2/9,8.2,1.1,0,1021.3,7.5,19,6.5,686,0.7,1
2023/2/10,11.5,3.9,0.1,1022.8,9.7,25,0.1,352,0.9,1.1
2023/2/11,10.4,7.4,0.3,1024.7,4.8,12,0,286,0.8,1
2023/2/12,10.8,4,0,1023.1,7.5,22,1.8,493,0.9,1.2
2023/2/13,11,2.5,0,1018.2,9.7,27,6.4,658,1,1.3
2023/2/14,14.2,3.6,0,1012.6,10.7,25,1,427,1.2,1.5
2023/2/15,10.5,5.4,7.8,1005.8,8.8,23,1.6,467,1.1,1.4
2023/2/16,13.1,7.1,1.1,1003.5,10,32,0.7,416,0.6,0.9
2023/2/17,12.7,9.4,2,1005.9,12.4,38,0.3,328,0.7,1
2023/2/18,11.5,8.2,1.4,1009.7,15.5,41,1.4,395,0.8,1.2
2023/2/19,12,6.7,0,1013.5,10.6,28,2.9,558,0.9,1.2
2023/2/20,12.7,8.3,0,1009.4,10.6,28,1,455,0.9,1.2
2023/2/21,11.9,7.3,0.4,1003.4,7.6,22,5.8,830,0.8,1.2
2023/2/22,7.8,2.9,1.5,1005.5,13.5,27,3.7,634,0.6,1
2023/2/23,8.8,-1,0,1013.5,8.7,17,6.7,877,0.8,1.2
2023/2/24,11.1,1.6,0,1008.4,9.6,24,1.9,477,0.8,1.2
2023/2/25,7.4,0.1,0,1012.9,9.5,22,3.6,831,0.9,1.3
2023/2/26,8.1,3,0,1020.2,10.3,23,2.9,715,1.2,1.7
2023/2/27,7.4,3.5,0,1025.2,9,19,1.8,661,1,1.3
2023/2/28,6.8,4.6,0.8,1027.7,8.9,23,0.6,474,0.8,1.2
2023/3/1,8.8,4.7,0,1023.9,11.9,24,3.8,822,1.3,1.8
2023/3/2,8,3.4,1.1,1018.8,7.6,17,1.3,584,0.8,1.1
2023/3/3,7,3.8,0,1021.6,5.5,19,0.4,453,0.8,1.1
2023/3/4,5,3,0,1020.4,5.9,16,0,299,0.9,1.1
2023/3/5,9.3,2.2,0,1009.7,9.1,19,2.5,796,1.1,1.6
2023/3/6,6.7,1.5,3.5,997.6,8.5,18,0.1,349,0.6,0.9
2023/3/7,5.5,-2.7,0,989.9,6.4,16,8.4,1215,1.1,1.6
2023/3/8,5.2,-1.7,0.1,983.5,14.5,28,2.4,768,1.1,1.7
2023/3/9,3.3,0.7,30.2,978.9,17.5,40,0,181,0.4,0.7
2023/3/10,5.9,-2.4,7.5,990.3,8,35,10,1241,1.1,1.6
2023/3/11,9.8,-1.7,9.9,993.3,9.8,27,0,245,0.5,0.8
2023/3/12,12.6,7.6,2.7,982.8,10.2,28,1.2,681,1,1.5
2023/3/13,13.3,2.3,5.3,974.7,12.8,34,0.7,529,1.1,1.6
2023/3/14,6.8,0,1,993.4,10.3,33,6.8,974,1.1,1.7
2023/3/15,10.7,0,10.8,996.2,7,26,0,311,0.7,0.9
