date,maxtp,mintp,rain,cbl,wdsp,hg,sun,g_rad,pe,evap
2024/2/13,8.9,3.8,3.6,995.2,5.5,14,0.3,378,0.5,0.6
2024/2/14,13.6,5.7,3.8,993.9,6.1,17,0.1,295,0.6,0.8
2024/2/15,12.8,8,5.4,992.8,6.6,18,0.3,340,0.5,0.7
2024/2/16,11.2,7.3,1.1,1003.2,6.6,22,0.4,354,0.6,0.8
2024/2/17,12.9,4.2,2.8,1009.8,5.2,22,0.5,255,0.4,0.6
2024/2/18,13.3,9.5,0.1,1014.7,8.9,21,4.4,634,0.8,1.1
2024/2/19,11.4,7.7,0.6,1017.6,9.8,26,0.7,503,0.9,1.2
2024/2/20,12.6,3.3,0.8,1008.5,9.2,31,1.2,370,0.5,0.8
2024/2/21,13.2,7.3,2.3,989.2,12.2,37,3.3,567,1,1.3
2024/2/22,9,2.9,4.3,973.4,10.2,29,2.7,598,0.8,1.2
2024/2/23,7.8,2.2,0,973.8,9.9,24,3.7,575,1,1.3
2024/2/24,7.7,1.2,0,981.8,5.6,14,2.3,599,0.7,1
2024/2/25,7.9,2.1,3.1,990.4,11,29,0.3,501,0.6,1
2024/2/26,9.1,0.8,0,1006.2,8.9,21,9.1,1041,1,1.5
2024/2/27,10.6,2.5,0.4,1008.2,9.5,26,2.3,663,0.9,1.2
2024/2/28,12.4,4.2,3,1000,8.3,25,0.1,334,0.7,0.9
2024/2/29,8.8,2,0.1,986.7,8.8,29,5.6,836,0.9,1.3
2024/3/1,4.4,0,45.3,977.5,15.5,40,0,144,0.3,0.6
2024/3/2,7.5,0.9,0.1,983.7,12,26,5.8,929,0.9,1.4
2024/3/3,8.3,0.4,0,990.1,5.8,18,4.2,809,0.8,1.1
2024/3/4,7.7,-0.4,4.2,989.4,12.1,37,0,312,0.5,0.8
2024/3/5,11.9,0,1.9,997.7,10.3,34,2.1,666,1.3,1.7
2024/3/6,9.7,-0.6,0,1007.6,10.8,25,5,903,0.9,1.4
2024/3/7,9,5.8,0,1006.7,12.9,26,4.9,1006,1.3,1.9
2024/3/8,7.3,3.8,0,997.5,14.5,30,0.5,406,1,1.4
2024/3/9,7.6,5,0.2,988.5,18,34,0,95,1,1.5
2024/3/10,8.4,6.2,2.7,990,11.8,26,0,114,0.7,0.9
2024/3/11,8.6,6.1,7.3,996.5,5.5,24,0,300,0.6,0.9
2024/3/12,14.5,6.4,0.8,992.7,9.3,33,1,674,1,1.4
2024/3/13,12.4,6.9,8.1,991.8,10.6,30,0.1,498,0.7,1.1
2024/3/14,14.9,6.5,7.5,987.8,10.4,29,1.2,555,1.1,1.6
2024/3/15,11.5,0.3,0.5,993.8,11.2,28,4.9,987,1,1.6
2024/3/16,13.1,-1,1.9,1002.4,8.1,27,0,323,0.7,1
2024/3/17,14.9,6.6,0,998,7,28,2.7,940,1.4,2
2024/3/18,12.4,6.9,0.5,995.6,10.5,31,4.1,733,1.1,1.6
2024/3/19,12.6,8.3,2,997.9,6.1,29,2.6,756,1.2,1.7
2024/3/20,10.9,2.6,5,1009.1,4.9,15,1.6,680,1,1.4
2024/3/21,13.4,4.9,1.4,1010.4,9.9,28,0.1,646,1.1,1.6
2024/3/22,11.1,3.5,0.2,1007.4,15.1,41,9.2,1482,1.5,2.6
2024/3/23,9.6,3.4,1.1,1003.2,17.5,39,5.9,1344,1.7,2.8
2024/3/24,10.3,3.3,1.9,996.7,10.4,24,1.3,947,1.1,1.8
2024/3/25,9.6,6.9,6.6,984.9,10.8,29,0,437,0.7,1.1
2024/3/26,9.4,5.7,6.9,974.5,10.4,25,1.1,443,0.9,1.3
2024/3/27,8.6,1.1,1.4,962.6,9.7,28,3.2,918,1,1.6
2024/3/28,9.9,0,3.2,963.1,5.1,21,6.7,1448,1.4,2.1
2024/3/29,11.6,0.9,0,970.8,6.5,17,3.1,906,1,1.4
2024/3/30,11.6,4.3,2,979.2,7.5,28,6.7,1056,1.5,2.1
2024/3/31,12.6,7,2.7,983,11.8,26,6,1515,1.8,2.8
2024/4/1,8.9,4.7,0.1,984,9.9,23,0,339,0.6,1
2024/4/2,12.1,0.6,0.3,988.3,7,20,7.3,1466,1.5,2.3
2024/4/3,12.2,6.4,10.4,986.9,9.8,23,1.4,1017,1.4,2.1
2024/4/4,10.9,6.9,5.9,985.1,9,21,0.6,708,0.9,1.4
2024/4/5,15.5,10.6,0.6,982.2,14,36,2.3,1089,1.5,1.9
2024/4/6,14.9,8.8,0.8,976.8,19,49,6,1397,2.2,3.6
2024/4/7,13.5,7.4,2.2,985.1,14.1,38,9.4,1682,2.6,3.9
2024/4/8,10,5.2,17.9,989,9,31,0,380,0.7,1.1
2024/4/9,11.9,4.8,2.5,1000.2,16.9,45,9.2,1806,2.4,3.9
2024/4/10,16.1,5.3,9.3,1006,9.8,27,0,499,1.3,1.8
2024/4/11,16.8,12.5,2.9,1011.5,9.5,27,2.9,1072,1.9,2.7
2024/4/12,16,11.8,0,1010.9,9.7,24,0.7,1029,1.8,2.6
2024/4/13,15.5,6,0.1,1008.8,12.5,39,7.9,1673,2.4,3.7
2024/4/14,12,5.1,2.6,1004.8,9.5,26,4,1293,1.8,2.7
2024/4/15,9.6,4.1,4.6,998.8,22.3,42,9.3,1882,1.8,3.6
2024/4/16,12.6,4.2,0.7,1008.3,13.5,32,9.3,2049,2.3,3.8
2024/4/17,8.5,1,2.1,1010.5,8.2,20,0.1,692,0.8,1.3
2024/4/18,13.2,1.3,0,1011.7,11.1,31,0.4,949,1.4,2.1
2024/4/19,13.5,1.2,0.6,1013.2,11,26,4,1241,1.5,2.4
2024/4/20,13.6,-0.8,0,1019,4.6,13,13.5,2310,2.4,3.5
2024/4/21,15.4,1.1,0,1021.7,4,15,13,2262,2.6,3.6
2024/4/22,12.3,2.4,0,1020.3,8.5,22,1.6,778,1.2,1.8
2024/4/23,14.2,4.5,0,1015.9,8.5,17,7.2,1708,2.4,3.4
2024/4/24,10.5,2.1,0,1007.8,5.9,13,1.6,1080,1.4,2.1
2024/4/25,10.9,0.7,0.8,997.5,7,18,2.6,1070,1.4,2.1
2024/4/26,10.5,-1.1,0,994.8,7.6,22,8.5,2109,2.1,3.3
2024/4/27,10.9,-1.2,0,996.3,8,23,8.8,1992,2.1,3.2
2024/4/28,13.2,-1.5,1.2,996.1,6.9,21,6.7,1614,2,2.9
2024/4/29,14.6,7.3,1.2,993,9.9,32,2.3,1287,2.1,3.1
2024/4/30,12,8.1,3.4,993,11.4,28,2.9,953,1.5,2.3
2024/5/1,13.4,5.6,1.2,998.7,7.6,21,7.1,2100,2.5,3.7
2024/5/2,16.3,7.3,4.2,997.1,8,27,3.8,1520,2.2,3.2
2024/5/3,15,9.7,0,997,6.3,15,0.9,1069,1.7,2.3
2024/5/4,12.3,9.5,0.1,997.7,6.4,18,0,372,1,1.3
2024/5/5,16.9,8.3,0,997.3,4.3,15,10.1,2469,3.3,4.6
2024/5/6,13.7,10.1,0.2,1003.3,7.3,18,0,512,1.2,1.6
2024/5/7,16,8.4,0,1012.7,5.5,14,3.8,1748,2.5,3.5
2024/5/8,17.1,10.2,0,1016.8,4.9,17,2.5,1507,2.5,3.3
2024/5/9,19,10.6,0,1015.3,4.5,12,9.8,2234,3.2,4.4
2024/5/10,21.4,9.2,0,1012.2,6.3,22,12,2230,3.6,4.9
2024/5/11,20.5,5.9,0,1008.2,6.4,20,12.5,2273,3.3,4.6
2024/5/12,20.2,9.6,1.5,999.8,5.3,18,7.9,1750,2.7,3.7
2024/5/13,13.1,9.4,6.4,990.3,10.1,30,0.2,332,0.6,1
2024/5/14,17,10.5,3.5,988.8,7.2,19,3.9,1652,2.5,3.6
2024/5/15,18.1,9.2,0.4,993.2,6.2,17,7.5,2059,2.9,4.1
2024/5/16,19.1,6.4,0.7,996.7,6.7,19,4.6,1816,2.5,3.6
2024/5/17,16.9,10.3,0.1,1000.5,7.2,19,1.5,1269,2.1,2.9
2024/5/18,19.1,9.4,0,1006.3,7.5,16,4.3,1149,2.1,2.9
2024/5/19,19.6,7.1,0,1007.6,6.1,19,12.4,2351,3.3,4.6
2024/5/20,20,8.2,0,1004.8,6.2,20,10.1,2479,3.3,4.8
2024/5/21,17.4,8.4,0,1001.6,6,16,5.4,2093,2.8,4
2024/5/22,16.5,10.1,0,1001.7,13.4,33,0.1,888,2,2.9
2024/5/23,13.9,9,0,1005.1,16.2,32,0.2,814,2.4,3.5
2024/5/24,12.8,8.4,2,1007.1,7.9,18,0.1,912,1.6,2.3
2024/5/25,15.5,10.3,1.6,1003.8,9.1,24,8.8,2306,3.3,4.9
2024/5/26,15.4,10.1,9.7,998.7,6.1,21,0.9,814,1.6,2.2
2024/5/27,16.7,8.6,0.5,1000.5,6.7,21,6,1824,2.8,3.9
2024/5/28,18.7,11.1,4.4,997,9.4,30,2.2,1432,2.6,3.7
2024/5/29,17.7,10.9,0.2,999.5,13,27,2.3,1490,2.8,4
2024/5/30,16,10.1,0.1,1007.7,14.9,30,3,1366,2.6,3.9
2024/5/31,18.9,7.7,0,1015.5,9.1,20,8.5,2392,3.6,5.2
2024/6/1,18.2,7.4,0,1019.7,6.3,15,9.7,2189,3.1,4.4
2024/6/2,20.3,5,0,1019,7.3,19,8.5,2127,3.2,4.6
2024/6/3,18.3,11.8,0,1011.3,10.2,20,0.5,1367,2.4,3.5
2024/6/4,16.6,6.9,1.4,1001.5,13.1,36,7.9,2108,3,4.8
2024/6/5,15.4,5.9,0.2,1004.2,12.7,26,8.3,2218,3.2,5
2024/6/6,16.2,6.1,0.2,1006.6,9.9,25,7.8,2156,3.2,4.7
2024/6/7,18.2,7.8,0,1005.7,10.3,29,3.7,1860,3.2,4.6
2024/6/8,17.1,8.5,0.8,1004.9,12,25,9.7,2550,3.9,5.9
2024/6/9,13.9,8.4,2.1,1003.3,13.8,29,1,1284,2.1,3.3
2024/6/10,16.3,5.5,0,1006.7,11.2,23,9.2,2262,3.2,5
2024/6/11,15.3,5.5,0,1012.1,9.3,21,4.4,1725,2.8,4
2024/6/12,15.1,3.6,0,1008.7,6.8,19,3.5,1665,2.4,3.4
2024/6/13,18,9.7,5.2,994.7,11.2,38,1.1,777,2,2.7
2024/6/14,17,9.8,2.2,986,7.2,25,7.9,2474,3.6,5.1
2024/6/15,15.2,6.4,2.8,986.9,6.4,20,5.4,1788,2.6,3.6
2024/6/16,19,6.4,1.8,992.3,8.8,23,10.5,2593,3.5,5.3
2024/6/17,17.5,8.8,0,1001.2,8.2,17,0.5,1117,2.2,3
2024/6/18,14.8,5.6,0.1,1009.5,10.2,22,0.1,1247,2.1,3.1
2024/6/19,18.6,4,0,1012.8,6,14,14.7,2664,3.7,5.2
2024/6/20,21.4,9.7,0,1008.2,6,15,6.7,2108,3.5,4.8
2024/6/21,19.9,11,1.6,999.8,7.3,24,2.5,1360,2.7,3.6
2024/6/22,19.3,9,0.2,1002.4,6.6,17,4.7,1969,2.9,4.1
2024/6/23,19,12.2,0,1007.8,7,16,10.5,2627,3.8,5.4
2024/6/24,25.6,16,0,1007.4,5,15,5.4,2027,3.9,5.1
2024/6/25,17.2,10.6,0,1007.9,6.5,19,0.1,573,1.2,1.6
2024/6/26,23,9.3,0,1001.7,6.4,21,7.3,2139,3.6,4.9
2024/6/27,16.8,11.8,2.3,996.2,12.9,34,4.4,1869,3,4.6
2024/6/28,18.2,10.8,0,1002.4,10.7,27,1.8,1686,3.3,4.6
2024/6/29,15.9,7.6,9.5,1004.3,5.8,16,2.6,934,1.5,2.2
2024/6/30,17.9,7.5,0,1006.8,10,19,2,1419,2.5,3.6
2024/7/1,18,9.8,1.6,1010.2,10.6,23,0.2,1187,1.9,2.9
2024/7/2,16.8,8.7,0,1007.5,7.8,20,0.1,1017,2.3,3
2024/7/3,19.6,9.7,0,997.8,13.2,37,5.9,2290,3.6,5.5
2024/7/4,17.8,8.8,0.2,997.2,14.3,37,9.1,2394,3.6,5.6
2024/7/5,17.4,9.3,2.1,994.1,7.7,21,5.6,1725,3,4.2
2024/7/6,17.6,8.7,0.4,993.3,11.8,24,9.3,2538,3.8,5.8
2024/7/7,17.6,10.1,0.3,998.7,6.3,17,5.5,2030,3.3,4.5
2024/7/8,17.5,6.7,0,1002.5,7.2,20,15.3,3038,3.7,5.5
2024/7/9,14,12.1,10.4,998.2,11.9,29,0,262,0.9,1.3
2024/7/10,15.4,11.4,3.3,1001.2,12.8,26,0.1,1076,1.7,2.7
2024/7/11,17,10.3,1.8,1009.5,12.2,24,4,1862,3,4.5
2024/7/12,16.4,9.2,0,1010.1,6.9,18,2.6,1206,2.2,3
2024/7/13,19.2,10.2,0.3,1005.6,5.2,14,7.2,2129,3.2,4.4
2024/7/14,19.4,10.5,0,1001.6,4.5,14,5,2121,3.1,4.2
2024/7/15,17.6,7.6,0.2,998.4,5.8,17,2,1389,2,2.9
2024/7/16,19.8,13,0,1002.2,9.1,21,4.1,1302,2.7,3.7
2024/7/17,21.9,11.5,0,1007.8,6.6,20,5.5,1634,3.2,4.3
2024/7/18,18.7,14.3,2,1006.4,6.5,14,0,493,1.4,1.8
2024/7/19,23,13.9,0,1002,7,24,4.1,1590,1.7,2
2024/7/20,18.3,9.7,4.1,996.6,7.6,22,0.2,792,1,1.3
2024/7/21,19.9,9.7,1.4,999.3,6.2,22,0.9,1274,2.4,3.2
2024/7/22,21.2,14.6,4.3,1000.2,6.9,19,0.8,1038,2.4,3.1
2024/7/23,20.1,12.1,0.2,1007.5,5.6,13,2.7,1665,2.8,3.8
2024/7/24,20.3,13.1,0.4,1005.5,5.3,16,0.3,1077,2,2.7
2024/7/25,19.8,12.5,1,997.7,8,27,3.4,1293,2.5,3.3
2024/7/26,20.1,11.3,2.2,998.9,7,24,4.2,1508,2.7,3.7
2024/7/27,20.3,12.3,0.3,1005.8,5.2,14,3.3,1347,2.5,3.3
2024/7/28,21.9,10.9,0,1013,6.5,17,9.8,2129,3.4,4.7
2024/7/29,22.5,12.8,1.2,1009.7,6,18,7.1,1798,3.3,4.4
2024/7/30,20.6,9.9,0,1010,5.9,15,11.1,2143,3.2,4.4
2024/7/31,20.9,8.1,0,1007,4.9,15,11.2,2455,3.5,4.8
2024/8/1,23,12,0,1003.5,5,14,5.2,1592,3,3.9
2024/8/2,22.7,12,0,999.2,8.9,28,2.3,1257,2.8,3.7
2024/8/3,19.5,9.9,0,1001.6,6.9,23,5,1760,2.9,4
2024/8/4,19.4,13,2,999.3,9.4,26,0.1,689,1.8,2.4
2024/8/5,23.9,11.9,1.2,994.3,10.5,33,3.7,1404,2.8,3.9
2024/8/6,21,10,0,995.5,8,27,7.8,1882,3.3,4.5
2024/8/7,20.5,12.9,0.4,998,9.4,27,3.2,1534,3.1,4.2
2024/8/8,21.3,13.4,0.5,996.2,8,26,0.2,831,1.8,2.5
2024/8/9,21.8,13.3,0,1000.4,11,30,10.1,2096,4,5.5
2024/8/10,22.5,10.2,0,1007.5,8.6,23,8.3,1778,3.2,4.3
2024/8/11,21.1,8.7,1.2,1004.1,7.8,20,8.6,1997,2.7,4
2024/8/12,22.1,15.6,0,995,9.8,27,9.7,2031,3.5,4.9
2024/8/13,22.3,8.3,0,997.3,10.9,27,3.6,1328,2.6,3.6
2024/8/14,21.3,7,0,1003,7.3,23,9.5,2039,3.2,4.4
2024/8/15,19.6,9.5,2.8,1000.1,10.2,27,2,1127,1.9,2.7
2024/8/16,18.9,9.6,0,1004.6,7,23,4.2,1534,2.8,3.7
2024/8/17,18.1,12.3,0,1002,7.3,21,0.3,1077,2.4,3.1
2024/8/18,19.7,11.2,0,1003.5,8.8,24,7.7,1725,3.1,4.2
2024/8/19,21.3,10.2,0.3,997,9.8,35,1.3,676,2,2.5
2024/8/20,17.7,10.5,2.9,998.2,12.5,34,9.3,1859,2.8,4.2
2024/8/21,18.3,10.6,0.5,996,12.4,35,0.7,826,1.9,2.6
2024/8/22,17.5,11.6,11.5,985.6,10.4,34,0.7,802,1.7,2.3
2024/8/23,17.7,9.9,7.8,983.5,11.2,40,6.8,1491,2.3,3.3
2024/8/24,17.8,9.7,1.6,995.2,10.8,28,9.9,1916,3,4.3
2024/8/25,17.5,9.7,0.2,1000.5,11.1,29,0.4,796,2,2.7
2024/8/26,18.9,13.2,0.1,1002,8.9,23,0.4,876,2,2.6
2024/8/27,22.1,14.6,2.5,998.6,10.6,34,4.5,1136,2.3,3.2
2024/8/28,20.3,11.4,1.1,1000.6,7.2,25,5.8,1257,2.4,3.2
2024/8/29,19.4,8.9,0,1007.3,8.5,23,8.9,1600,2.5,3.5
2024/8/30,18.2,4.4,0,1013.8,5.6,16,12.6,2047,2.5,3.6
2024/8/31,19.3,6.5,0,1012.4,6.8,18,11,1960,2.5,3.6
2024/9/1,18.5,10.1,0,1005.2,5.3,13,0.2,709,1.3,1.8
2024/9/2,16.3,8.5,6.5,1001.5,7,19,0,219,0.6,0.9
2024/9/3,17.4,6.4,0.3,1005.3,7.3,25,0.4,909,1.5,2.1
2024/9/4,16.6,8.4,4.7,1009.6,9.9,26,5.7,1283,2,2.9
2024/9/5,17.1,8.4,0.3,1009.6,13.7,32,0.7,914,1.4,2.2
2024/9/6,21.5,14.4,0,1004.2,12,24,7.7,1545,2.5,3.6
2024/9/7,21.4,10.9,0,1000.7,7.4,23,7.8,1535,2.2,3.1
2024/9/8,15.9,10.3,0,999.5,11.8,29,0.5,409,1.1,1.6
2024/9/9,17.3,9.5,0,1002.4,13.3,30,5.9,1395,2.4,3.4
2024/9/10,16.3,8.1,0.6,997.9,14.8,34,4,1145,2,3
2024/9/11,15.4,6.8,3.9,1002.8,12.8,31,7.8,1360,2.3,3.3
2024/9/12,14.5,2.1,0,1011.2,10.2,22,9.5,1545,2,2.9
2024/9/13,15.5,1.6,0,1016.8,6.7,22,1.7,1115,1.5,2.2
2024/9/14,18.3,12.6,0.2,1013.8,11.2,28,4.3,908,1.9,2.5
2024/9/15,18,7.7,1.3,1014.3,7.2,21,3.2,809,1.3,1.9
2024/9/16,19.4,6.8,0,1019.2,5.7,18,11.1,1648,2.1,3
2024/9/17,20.3,6.1,0,1021.8,5,15,10,1556,2,2.7
2024/9/18,19,6.3,0,1019.8,5.3,18,9.6,1547,1.8,2.5
2024/9/19,19,6.2,0,1017.5,6.3,21,11,1449,1.8,2.5
2024/9/20,15.7,10.1,0,1014.9,9.2,23,0.1,572,1,1.4
2024/9/21,15.8,13.7,4.3,1010.6,11.1,24,0,311,1.1,1.5
2024/9/22,14.8,13,0,1004.6,11.2,25,0,299,0.8,1.2
2024/9/23,13.9,10.8,0,998.7,8.1,16,0,234,0.9,1.1
2024/9/24,16,5.7,0,994.7,9.1,20,5.5,1182,1.7,2.4
2024/9/25,11.9,1.5,10.8,983.7,7.5,25,0.1,325,0.4,0.7
2024/9/26,13.4,8.3,9.5,980.5,12.3,37,0,327,1,1.4
2024/9/27,12.4,5.8,1.6,1000,12.2,33,8.4,1206,1.5,2.3
2024/9/28,13.5,5.2,0,1012.6,6,15,3.1,878,1.3,1.7
2024/9/29,13.4,6.2,6.7,1001.9,12.9,36,0.1,300,1.1,1.5
2024/9/30,13.3,8.7,8.9,997.2,9.6,19,1.9,442,0.9,1.3
2024/10/1,15,8.4,2.6,1005,10.7,22,9.1,1242,1.4,2.1
2024/10/2,15.6,10,0,1010.1,12.1,26,6.5,1064,1.6,2.3
2024/10/3,14.4,6.3,0,1010,8.7,22,8.9,1221,1.3,1.9
2024/10/4,15.5,12.4,0,1004.5,12.1,25,0.1,293,1.4,1.7
2024/10/5,14.7,11.9,1.6,994.8,13.3,33,0.3,452,1.3,1.7
2024/10/6,15.9,8.2,3.7,984.8,8,26,0.9,401,0.9,1.2
2024/10/7,18.7,9.6,5,981.3,6.9,23,4.2,794,1.3,1.7
2024/10/8,15.4,11.1,10.5,979.2,9,26,1.8,551,0.9,1.3
2024/10/9,12.9,8.1,1.1,986.5,13,27,0.3,378,0.8,1.2
2024/10/10,10.4,2.4,0.9,998.9,8.5,21,9,1061,1,1.4
2024/10/11,11.6,2.6,0,1003.5,5.5,14,7.2,993,1.1,1.5
2024/10/12,11.7,2.7,0.5,999.8,10.9,34,6.9,908,1.2,1.6
2024/10/13,10,2.1,0,1005.8,6.8,18,0.1,358,0.8,1.1
2024/10/14,13.6,5.8,0,1003.5,5.1,14,8.7,1021,1,1.4
2024/10/15,15.3,10.8,2.2,996.5,9.8,26,0.8,457,0.8,1.1
2024/10/16,17.3,11.5,6,988.2,4.9,17,0.1,364,0.7,0.9
2024/10/17,16.2,8.7,0.2,995.5,8,24,6.3,787,1,1.3
2024/10/18,17.3,8.3,3.4,995.6,8.8,33,0,170,1,1.2
2024/10/19,15.3,9.3,0,996.7,7.5,31,7.3,795,1.2,1.5
2024/10/20,15.9,11,1.5,987.9,19.7,54,6,774,1.8,2.4
2024/10/21,15,9.4,0,1001.9,10.6,28,7.6,878,1.3,1.7
2024/10/22,16.1,7.7,0,1013.3,4.9,19,4.4,676,0.8,1.1
2024/10/23,14.9,5.6,0,1012.5,7.4,25,4.8,585,0.9,1.1
2024/10/24,16.5,12.5,0.1,1001.3,10.8,29,0.3,216,1.4,1.7
2024/10/25,14.9,5.3,3.5,1000,7.2,23,2.2,392,0.4,0.6
2024/10/26,13.6,4.3,0.8,1004.9,6.8,28,2.1,433,0.6,0.8
2024/10/27,14.6,3.9,3.1,1007.8,9,26,0.1,227,0.6,0.8
2024/10/28,14.7,11.2,1.1,1007.8,8.6,21,0.5,329,0.6,0.8
2024/10/29,11.5,9.5,0,1015.1,7.1,15,0.9,374,0.5,0.7
2024/10/30,15,9.6,0,1018.7,4.2,13,4.2,569,0.6,0.8
2024/10/31,11.2,9.8,0,1015.8,6.9,16,0.2,237,0.6,0.8
2024/11/1,12,10.2,0,1016.1,5.1,20,0,150,0.7,0.8
2024/11/2,12,9.9,0.4,1019.6,3.5,11,0,135,0.5,0.6
2024/11/3,12.9,9.9,0.1,1017.3,4.1,14,0,122,0.5,0.6
2024/11/4,12.6,10.1,0.2,1013.5,5.7,14,0,200,0.6,0.8
2024/11/5,13.8,9.1,0.1,1010.8,5.1,13,0.1,115,0.6,0.7
2024/11/6,17.1,12.6,0,1015.3,7,18,2.5,444,0.5,0.7
2024/11/7,15.2,12,0,1015.8,9.8,23,0.5,108,0.9,1.1
2024/11/8,12.9,10.5,0.2,1013.2,9.1,20,0.1,92,0.7,0.9
2024/11/9,11.8,10,0.2,1012,6.5,17,0,121,0.4,0.6
2024/11/10,14.5,6,1.6,1017.8,6.2,18,0,238,0.4,0.5
2024/11/11,10.7,1.7,0,1027.3,4.8,10,4.6,376,0.2,0.3
2024/11/12,10.7,0.5,0,1030,4.9,9,4.7,414,0.2,0.3
2024/11/13,8.7,0.7,0,1027.6,8,14,0.5,349,0.1,0.2
2024/11/14,13.1,8.5,0.3,1023.4,4,16,0,113,0.3,0.4
2024/11/15,13.1,10.6,1.5,1015.5,5.2,15,0.7,208,0.4,0.5
2024/11/16,10.9,6,1,1009.3,9.2,19,1.1,306,0.3,0.4
2024/11/17,9.9,5.9,2.6,1005.5,8,23,0.2,181,0.5,0.6
2024/11/18,6.5,0.7,15.4,996.7,8.2,24,0,85,0.2,0.3
2024/11/19,5.1,-1.3,11.8,994.7,9.6,25,0,143,0.4,0.6
2024/11/20,5.1,-1.6,0,1001.4,8.4,19,6,485,0.3,0.4
2024/11/21,2.6,-0.6,0,995.2,9.7,29,3,297,0.4,0.6
2024/11/22,4.6,-0.5,0,997,10.2,27,6.3,411,0.4,0.5
2024/11/23,15.7,3.6,16.9,980.8,16.7,42,0.1,157,1,1.3
2024/11/24,15.1,7.5,0.8,970.4,16.2,40,3.6,301,1,1.1
2024/11/25,8.3,2.6,0,985.7,10,26,3.8,319,0.4,0.4
2024/11/26,7.8,-1.9,0,1000.8,5.4,16,7.3,406,0.2,0.2
2024/11/27,6.2,-3.3,0,1008.4,5.4,13,6.7,385,0.1,0.1
2024/11/28,11.3,-4.1,0.5,1011,13,33,0,130,0.4,0.6
2024/11/29,14.2,10.9,0.2,1005.1,12.8,28,0,67,0.9,1.1
2024/11/30,15.8,11.8,0.4,1001.8,10.2,31,0.8,209,0.8,0.9
2024/12/1,13.8,8,0.5,996.8,9.1,26,2.8,261,0.4,0.5
2024/12/2,8.4,-0.9,0.4,1005,12.4,28,6.8,360,0.1,0.1
2024/12/3,8.4,-4.3,0.6,1011.1,5.1,19,3.5,284,0,0.1
2024/12/4,13.1,1.3,2.5,1004.1,9.3,36,0,88,0.5,0.6
2024/12/5,12.1,4.4,9.5,994.2,12.3,42,0.1,47,0.6,0.8
2024/12/6,13.5,3.5,3.7,988.5,11,33,0,42,0.8,1
2024/12/7,10.2,4.1,8.1,992.9,29.2,61,3.5,273,0.8,1.1
2024/12/8,7.4,3,0,1021.9,13.9,32,5.7,345,0.7,0.8
2024/12/9,6.6,3.4,0.1,1029.8,10.1,21,0.2,98,0.5,0.7
2024/12/10,6.9,3.2,0,1028.3,7.8,20,0.1,147,0.6,0.7
2024/12/11,6.4,4.5,0,1025.2,7.1,19,0,79,0.7,0.9
2024/12/12,5.4,3.9,0,1021.7,3.8,10,0,99,0.4,0.6
2024/12/13,5.8,3.4,0,1016.6,6.8,16,0,130,0.3,0.4
2024/12/14,10.4,1.3,0.3,1013.7,10.6,27,0.9,170,0.2,0.3
2024/12/15,12.3,8.9,0,1014.8,15.4,34,0.3,214,0.5,0.6
2024/12/16,10.5,6.9,0,1015.2,9.8,26,0.1,99,0.6,0.7
2024/12/17,14.4,6.9,0.6,1000,11.9,33,0,47,0.8,1
2024/12/18,13.8,3.5,0.9,987.8,12.2,37,0.1,98,0.6,0.8
2024/12/19,5.8,1.9,0,1002.6,13.9,28,6.3,293,0.5,0.5
2024/12/20,9.8,3,1,1005.5,10.6,30,1,178,0.5,0.6
2024/12/21,11.5,3.4,1.3,998.8,18,40,2.5,213,0.6,0.8
2024/12/22,6.7,0.7,3.4,1004.4,17.9,42,5.1,263,0.8,0.9
2024/12/23,12,2.7,0.4,1013.1,10.3,23,0.3,111,0.4,0.5
2024/12/24,12.1,10.7,0,1013.8,8.7,24,0,93,0.5,0.6
2024/12/25,11.1,8,0,1018.5,7.1,21,0.1,111,0.5,0.6
2024/12/26,10.1,6.9,0,1021.8,3.6,15,0.8,173,0.2,0.3
2024/12/27,10,7.1,0.1,1020.2,3.7,13,0.3,154,0.2,0.3
2024/12/28,9.7,7.7,0,1017.5,5.9,17,3.3,222,0.2,0.2
2024/12/29,10.3,6.9,0.1,1016.1,10.2,28,0.8,166,0.5,0.6
2024/12/30,10.2,7.9,0,1010.5,12.3,29,0.5,178,0.8,0.9
2024/12/31,11,6.7,12.2,999.7,14.8,39,0,63,0.5,0.7
